keyword,kind,origin,pattern,case_sensitive,tweets,authors,likes,views,english_share,ai_context_share,estimated_precision,peak_day,peak_share_per_100k,peak_lift,verdict,reason,top_posts
Hassabis,person,seeded,\bhassabis\b,False,229,164,33823,5402371,0.786,0.6812,0.95,2026-09-12,0.9836,5.73,use,229 originals at 68% ai_context_share; unambiguous surname.,"[{""id"": ""2098679143030206735"", ""day"": ""2026-09-12"", ""likes"": 8924, ""excerpt"": ""Rumors are spreading like a wildfire that Google DeepMind has reached RSI.\n\nLyra is part of the reliable and huge leaker community. \n\nBut Id say its more than j""}, {""id"": ""2097532546401849367"", ""day"": ""2026-09-09"", ""likes"": 5918, ""excerpt"": ""Greg Brockman: bald\nDemis Hassabis: bald\nIlya Sutskever: bald\nElon Musk: was bald\n\nAGI has arrived\nMillennium Problems solved\nCan we focus on baldness next?\nMy ""}, {""id"": ""2093017479325053394"", ""day"": ""2026-08-27"", ""likes"": 4290, ""excerpt"": ""TIME has done it again, bravo, incredible.\n\nApparently Paris Hilton is one of the world's most influential people in AI, but Demis Hassabis, Jensen Huang, Andre""}]"
Cohere,company,seeded,\bcohere\b,False,198,167,11634,1536354,0.8788,0.4293,0.73,2026-09-12,0.7377,6.46,use_with_context,"198 originals, 8/15 sampled are the company.","[{""id"": ""2089180663182397744"", ""day"": ""2026-08-17"", ""likes"": 1552, ""excerpt"": ""Very reasonable and relatable to have a large quantity of clothes that don't seem to cohere. IMO, the answer to this problem is not to \""buy higher quality cloth""}, {""id"": ""2089544780015399305"", ""day"": ""2026-08-18"", ""likes"": 834, ""excerpt"": ""FOUR SPECIES OF ALIENS?\n\nCohere Technology Group Chief Scientist Dr. Eric Davis says there's \""a minimum of four\"" species of alien that he knows of - and he join""}, {""id"": ""2092962399754055863"", ""day"": ""2026-08-27"", ""likes"": 821, ""excerpt"": ""Introducing Cohere Parse 5. Our newest document parsing model with the strongest price-performance on the market.\n\nIdeal for high-volume enterprise work. Get hi""}]"
Character.AI,company,seeded,\bcharacter[. ]ai\b,False,168,150,48002,2193459,0.6726,0.3571,1.0,2026-09-13,0.5725,5.33,use,"168 originals, 15/15 sampled.","[{""id"": ""2099726546961617297"", ""day"": ""2026-09-15"", ""likes"": 16329, ""excerpt"": ""i wish people realize how predatory character ai and other chatbots are to neurodivergent children, and every ND person in general""}, {""id"": ""2099206809370165419"", ""day"": ""2026-09-13"", ""likes"": 10664, ""excerpt"": ""if you post ur selfies on twitter and it’s not on ur private you must be brave as hell what if you end up on character ai""}, {""id"": ""2093420728183869840"", ""day"": ""2026-08-28"", ""likes"": 7984, ""excerpt"": ""hey you kinda obsessed with that Ai now huh? What, are you jealous? Maybe it’s time you stop looking at that app and start looking at me / alastor chat characte""}]"
Figure AI,company,seeded,\bfigure (?:ai|0[23])\b,False,143,124,5999,1055919,0.6783,0.7832,0.95,2026-09-04,0.5197,6.01,use,143 originals at 78% ai_context_share after the pattern was tightened; 7/8 spot-checked are the robotics company.,"[{""id"": ""2090109998747824450"", ""day"": ""2026-08-19"", ""likes"": 2006, ""excerpt"": ""We loved Figure 02, it was a workhorse. We're out of room at HQ. It has to go\n\nIt deserves a proper sendoff. Any ideas? https://t.co/yurnXqRrUi""}, {""id"": ""2092009502635917359"", ""day"": ""2026-08-24"", ""likes"": 429, ""excerpt"": ""【目撃】人型ロボットFigure 03が本社の外を歩いていた\n\n合成でなく普通の道路脇の光景。\n\n・開発元は米Figure AI、本社はカリフォルニア州サンノゼ\n・最新機Figure 03は身長約1.7m、自由度60個\n・企業評価額は2025年9月時点で390億ドル\n・投稿者は前日にも複数体を目撃済み https://""}, {""id"": ""2093070278490226823"", ""day"": ""2026-08-27"", ""likes"": 302, ""excerpt"": ""$IREN signed a new multi-year AI Cloud contract with a leading frontier AI lab, alongside recent deals with Cohere, Prometheus, Perplexity, Figure AI, Fal AI an""}]"
Suleyman,person,seeded,\bsuleyman\b,False,137,120,5403,524257,0.4161,0.073,0.05,2026-09-06,0.3688,4.97,drop,"137 originals, 0/15 sampled are Mustafa Suleyman.","[{""id"": ""2091135934334988660"", ""day"": ""2026-08-22"", ""likes"": 2024, ""excerpt"": ""kirk yil ugrassalar su sahnedeki gerilimi veremezler mesela artık yuruyen azraile donmus suleymanın onu zehirleyip oldureceginden korkan beyazid ve seni oldurme""}, {""id"": ""2090661470228955604"", ""day"": ""2026-08-21"", ""likes"": 364, ""excerpt"": ""Si con rhaenyra estaban botando espuma por la boca cuando obligó a comer a la hermana para q no se muera de hambre, no me quiero imaginar como sería si hubiesen""}, {""id"": ""2089656490336330088"", ""day"": ""2026-08-18"", ""likes"": 319, ""excerpt"": ""Hi! I’m Suleyman-Hassan Hassanat, a Registered Nurse & Midwife, currently pursuing a Master of Public Health (MPH).\n\nI’m also a health content creator and write""}]"
Thinking Machines,company,seeded,\bthinking machines\b,False,126,111,5662,1021361,0.8413,0.4603,0.78,2026-09-03,1.1955,11.66,use_with_context,"126 originals, 9/15 sampled are Mira Murati's lab.","[{""id"": ""2099418448115958268"", ""day"": ""2026-09-14"", ""likes"": 709, ""excerpt"": ""SpaceX should just buy Thinking Machines and start training serious open weight base models and offering inference + RL for enterprise\n\nIt's such a clear win th""}, {""id"": ""2090838723667599865"", ""day"": ""2026-08-21"", ""likes"": 589, ""excerpt"": ""“Sir… Luke Metz… whose research preview project became ChatGPT… who then left to co-found Thinking Machines Lab with Mira Murati… who then left Thinking Machine""}, {""id"": ""2094455208759693476"", ""day"": ""2026-08-31"", ""likes"": 431, ""excerpt"": ""Today, Transluce is releasing the most expansive independent evaluation to date of how AI systems respond to users experiencing mental health crises.\n\nWe evalua""}]"
Stability AI,company,seeded,\bstability ai\b,False,108,98,1639,861173,0.5741,0.9815,0.99,2026-08-25,0.3934,5.24,use,108 originals at 98% ai_context_share.,"[{""id"": ""2092288771039650213"", ""day"": ""2026-08-25"", ""likes"": 451, ""excerpt"": ""UMG, Warner Music &amp; Sony Music have invested in AI company Stability AI as part of a $76M funding round, alongside Electronic Arts.\n\nThe round brings Stabil""}, {""id"": ""2089228874987295089"", ""day"": ""2026-08-17"", ""likes"": 409, ""excerpt"": ""This mathematician built the AI company that started the image-generation boom, Stability AI.\n\nOn André Duqum's podcast, he shared 8 bold predictions on how AI ""}, {""id"": ""2092272221372727578"", ""day"": ""2026-08-25"", ""likes"": 122, ""excerpt"": ""Stability AI, the AI startup backed by James Cameron and Sean Parker, has raised $76M in a new round of funding from investors, including:\n\n• The top three reco""}]"
Doubao,product,seeded,\bdoubao\b,False,92,76,3919,509215,0.7065,0.5978,1.0,2026-09-16,0.4445,5.98,use,"92 originals at 60% ai_context_share, 15/15 sampled.","[{""id"": ""2090565540104249346"", ""day"": ""2026-08-20"", ""likes"": 1096, ""excerpt"": ""Neverness to Everness is facing more backlash over its use of AI.\n\nPlayers in China noticed a Doubao AI watermark on seahorse artwork in the game’s 1.3 update. ""}, {""id"": ""2093322642900373581"", ""day"": ""2026-08-28"", ""likes"": 760, ""excerpt"": ""“elio is such a wonderful person. i thought he was going to attend the roadshow for that dragon restaurant movie today but it turned out to be a un refugee agen""}, {""id"": ""2093830480106045497"", ""day"": ""2026-08-29"", ""likes"": 505, ""excerpt"": ""Aww, my baby spent almost 5 minutes trying to figure out the connection and even asked Doubao 😅 You can literally see how anxious Xixi is, he just wants to conn""}]"
Fei-Fei Li,person,seeded,\bfei[- ]?fei li\b,False,85,63,7644,1676474,0.7412,0.7059,0.95,2026-09-04,0.6929,9.51,use,85 originals at 71% ai_context_share; unambiguous name.,"[{""id"": ""2095961376208646248"", ""day"": ""2026-09-04"", ""likes"": 3130, ""excerpt"": "">be dr. fei-fei li\n>born in beijing, raised in chengdu\n>dad moves to new jersey, follow at age 16\n>speak almost no english\n>parents open a dry cleaner\n>work the""}, {""id"": ""2095882301032828932"", ""day"": ""2026-09-04"", ""likes"": 863, ""excerpt"": ""World Labs co-founders Fei-Fei Li, Justin Johnson, Ben Mildenhall, and a16z's Martin Casado on Atlas, a world model for spatial intelligence:\n\nLLMs are built on""}, {""id"": ""2095063859396571210"", ""day"": ""2026-09-02"", ""likes"": 403, ""excerpt"": ""DAILY AI BRIEF 🗞️ — Sept 2\n\nOPENAI 🔥: \n> Official “Path to Astra” post is out. Astra is the first model OpenAI has designated as Critical for cybersecurity unde""}]"
Hunyuan,product,seeded,\bhunyuan\b,False,82,77,5632,1263293,0.7439,0.3171,0.91,2026-09-16,0.889,13.66,use,"82 originals, 13/15 sampled are Tencent's model family.","[{""id"": ""2099839398011687348"", ""day"": ""2026-09-15"", ""likes"": 2490, ""excerpt"": ""USA has ChatGPT.\nUSA has Claude.\nUSA has Gemini.\nUSA has Grok.\nUSA has Llama.\nUSA has Muse.\n\nChina has DeepSeek.\nChina has Qwen.\nChina has Kimi.\nChina has GLM.\n""}, {""id"": ""2093362637656686639"", ""day"": ""2026-08-28"", ""likes"": 732, ""excerpt"": ""Since this was posted we've gotten\n- DeepSeek-V4-Pro-0813 (Aug 13)\n- Gemini 3.7 Flash (Aug 13)\n- Qwen3.8-27B (Aug 14)\n- GLM-5.3 (Aug 14)\n- Ox Alpha stealth rele""}, {""id"": ""2093596476886941826"", ""day"": ""2026-08-29"", ""likes"": 353, ""excerpt"": ""总感觉腾讯的 Hunyuan 大模型很 Low，但不知道哪来的这种印象，刚刚想起来了，原来是马保国。 https://t.co/Sfvxr3H4aH""}]"
Murati,person,seeded,\bmurati\b,False,75,70,24684,5819681,0.5333,0.3067,0.68,2026-09-03,0.797,11.95,use_with_context,"75 originals, 8/15 sampled are Mira Murati.","[{""id"": ""2092618194645319913"", ""day"": ""2026-08-26"", ""likes"": 6361, ""excerpt"": ""Eva Murati, one of the most gorgeous TV hosts in Champions League. https://t.co/4yHjLXZ4YO""}, {""id"": ""2093066889454883057"", ""day"": ""2026-08-27"", ""likes"": 5718, ""excerpt"": ""Şampiyonlar Ligi tarihin en ikonik en  can alıcı 20 saniyesi  Eva Murati bizlere adete bir görsel şölen sunuyor 🫠 https://t.co/CNnsgHLuqC""}, {""id"": ""2098033937373102199"", ""day"": ""2026-09-10"", ""likes"": 2681, ""excerpt"": ""Eva Murati denen spiker çok seçkin ya şu topukların pembeliğine bak stüdyoda olsak gözler direkt kadının ayaklarını kayardı https://t.co/gnl03CNhaP""}]"
LeCun,person,seeded,\blecun\b,False,74,71,4309,350349,0.6622,0.5541,1.0,2026-09-14,0.6086,10.58,use,"74 originals, 15/15 sampled.","[{""id"": ""2099347927227678793"", ""day"": ""2026-09-14"", ""likes"": 793, ""excerpt"": ""it literally looks like parody but no i found a second angle. this was straight up yann lecun's closing slide in his keynote presentation at what is basically t""}, {""id"": ""2100128683390636034"", ""day"": ""2026-09-16"", ""likes"": 739, ""excerpt"": ""Yann LeCun has changed the game for robotics.\n\nHis team discovered that AI world models are \""thinking\"" in twisted, curved geometry, and every RL algorithm you k""}, {""id"": ""2090858927911034954"", ""day"": ""2026-08-21"", ""likes"": 738, ""excerpt"": ""This is pure f*cking treasure\n\nThe Ultimate Free AI Curriculum That Replaces Your Degree. 350+ Courses, 5000+ Lectures. The exact knowledge Anthropic pays $320,""}]"
Synthesia,company,seeded,\bsynthesia\b,False,73,36,8678,685862,0.411,0.274,0.15,2026-09-03,0.1993,3.98,drop,"73 originals, 2/15 sampled are the AI video company.","[{""id"": ""2091405604418171026"", ""day"": ""2026-08-23"", ""likes"": 8335, ""excerpt"": ""PAID VERSION → FREE ALTERNATIVE\n\n1. ChatGPT Plus → Google Gemini\n2. Netflix Premium → Tubi\n3. Spotify Premium → SoundCloud\n4. YouTube Premium → NewPipe\n5. Canva""}, {""id"": ""2093963216892420334"", ""day"": ""2026-08-30"", ""likes"": 53, ""excerpt"": ""REMOTE JOB AI VIDEO 👀\n\nBuat yang serius di AI Video, ada lowongan yang menurutku menarik buat dicek.\n\nAI Video Creator (Synthesia)\n💰 $1,300–$1,500/bulan\n🌎 Fully""}, {""id"": ""2094154105719562644"", ""day"": ""2026-08-30"", ""likes"": 43, ""excerpt"": ""music is amazing, great friend of mine trained a model to assign optimal fingerings to any score\n\n3d visualising the output is absolutely mesmerising - basicall""}]"
Sutskever,person,seeded,\bsutskever\b,False,73,71,25180,1891261,0.7945,0.6575,0.95,2026-09-09,0.702,10.76,use,73 originals at 66% ai_context_share; unambiguous surname.,"[{""id"": ""2098056178315960395"", ""day"": ""2026-09-10"", ""likes"": 12111, ""excerpt"": ""This story is fascinating and is easily one of the most important things happening at the intersection of AI and politics right now. It's critical everyone unde""}, {""id"": ""2097532546401849367"", ""day"": ""2026-09-09"", ""likes"": 5918, ""excerpt"": ""Greg Brockman: bald\nDemis Hassabis: bald\nIlya Sutskever: bald\nElon Musk: was bald\n\nAGI has arrived\nMillennium Problems solved\nCan we focus on baldness next?\nMy ""}, {""id"": ""2100258196858245207"", ""day"": ""2026-09-16"", ""likes"": 1833, ""excerpt"": ""Did you know Ilya Sutskever (@ilyasut) was a @Tesla shareholder in 2015?\n\nHere he is asking @elonmusk about self-driving cars. That same year, Musk helped recru""}]"
Udio,company,seeded,(?:^|[^\p{L}\p{N}])udio(?:[^\p{L}\p{N}]|$),False,62,50,705,91364,0.629,0.5484,0.88,2026-09-12,0.2459,5.73,use,62 originals after the pattern was fixed; 7/8 spot-checked are the AI music company.,"[{""id"": ""2091207604949377409"", ""day"": ""2026-08-22"", ""likes"": 166, ""excerpt"": ""BAD HABIT すれ違い Music by Udio\nユニット名「BAD HABIT｜ 悪癖」ヤバいセンス💦\n時間とクレジットを溶かして3分超のMVを作ったのですが公開見送り。歌詞なしの曲を作り直して動画も差替え🤣\n※使用ツール\n・MidjourneyV8.1（元画像生成）\n・ChatGTP（構成、台本作成） ht""}, {""id"": ""2090083871261905049"", ""day"": ""2026-08-19"", ""likes"": 93, ""excerpt"": ""Suno'da ürettiğim bir şarkım var, Spotify'da da yayında. Ama klibi yoktu, bu videoda o işi bir yapay zekaya bıraktım. (tanıtım)\n\n→ Freebeat'e şarkıyı yüklemedim""}, {""id"": ""2098870362683416655"", ""day"": ""2026-09-12"", ""likes"": 69, ""excerpt"": ""Yapay zekayla müzik yapmaya başladığımızda müzisyen arkadaşlar parçalara bakıp \""bunu kimse dinlemez\"" demişti :)) Dinliyorlarmış.\n\n→ Imael Angel diye bir proje v""}]"
safe superintelligence,company,seeded,\bsafe superintelligence\b,False,25,24,11245,1666723,0.96,0.52,0.9,2026-09-12,0.2459,7.5,use,"only 25 originals - too small to sample, but the phrase is unambiguous.","[{""id"": ""2098886268033945610"", ""day"": ""2026-09-12"", ""likes"": 7341, ""excerpt"": ""We are at the dawn of Superintelligence.\n\nIntroducing the Recurrent Looped Transformer (RLT),\n\nWe now have Transformers with Infinite Reasoning depth.\n\nFrom now""}, {""id"": ""2093458607081750992"", ""day"": ""2026-08-28"", ""likes"": 3585, ""excerpt"": ""my theory is Jensen is playing the Elon game\n\nacquisitions have started going into that leather jacket like candy\n\n- $12.9B for Hugging Face\n- $30B stake in Per""}, {""id"": ""2089444187162739001"", ""day"": ""2026-08-17"", ""likes"": 95, ""excerpt"": ""&gt; SSI is preparing to destroy GPT, Fable, Opus, and Grok\n&gt; their main goal is safe superintelligence, and no models before that\n&gt; one investor revealed""}]"
